scheduledDeparture,actualDeparture,isDelayed,delaySeconds,destination,routeId,routeName,transportMode,serviceJourneyId
2026-01-24T12:01:00+01:00,2026-01-24T12:01:00+01:00,0.0,0.0,Spikkestad,,,,
2026-01-24T12:04:00+01:00,2026-01-24T12:04:00+01:00,0.0,0.0,Drammen,,,,
2026-01-24T12:14:00+01:00,2026-01-24T12:14:00+01:00,0.0,0.0,Asker,,,,
2026-01-24T12:24:00+01:00,2026-01-24T12:24:00+01:00,0.0,0.0,Kongsberg,,,,
2026-01-24T12:31:00+01:00,2026-01-24T12:31:24+01:00,1.0,24.0,Spikkestad,,,,
2026-01-24T12:34:00+01:00,2026-01-24T12:34:43+01:00,1.0,43.0,Drammen,,,,
2026-04-16T10:01:00+02:00,2026-04-16T10:01:00+02:00,0.0,0.0,Spikkestad,,,,
2026-04-16T10:04:00+02:00,2026-04-16T10:04:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T10:14:00+02:00,2026-04-16T10:14:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T10:17:00+02:00,2026-04-16T10:17:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T10:24:00+02:00,2026-04-16T10:26:01+02:00,1.0,121.0,Kongsberg,,,,
2026-04-16T10:31:00+02:00,2026-04-16T10:32:40+02:00,1.0,100.0,Spikkestad,,,,
2026-04-16T10:34:00+02:00,2026-04-16T10:34:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T10:44:00+02:00,2026-04-16T10:45:42+02:00,1.0,102.0,Drammen,,,,
2026-04-16T10:47:00+02:00,2026-04-16T10:47:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T10:54:00+02:00,2026-04-16T10:55:21+02:00,1.0,81.0,Skien,,,,
2026-04-16T11:01:00+02:00,2026-04-16T11:01:07+02:00,1.0,7.0,Spikkestad,,,,
2026-04-16T11:04:00+02:00,2026-04-16T11:04:09+02:00,1.0,9.0,Drammen,,,,
2026-04-16T11:14:00+02:00,2026-04-16T11:14:19+02:00,1.0,19.0,Asker,,,,
2026-04-16T11:17:00+02:00,2026-04-16T11:17:22+02:00,1.0,22.0,Asker,,,,
2026-04-16T11:24:00+02:00,2026-04-16T11:24:26+02:00,1.0,26.0,Kongsberg,,,,
2026-04-16T11:34:00+02:00,2026-04-16T11:38:17+02:00,1.0,257.0,Drammen,,,,
2026-04-16T11:31:00+02:00,2026-04-16T11:38:26+02:00,1.0,446.0,Spikkestad,,,,
2026-04-16T11:44:00+02:00,2026-04-16T11:44:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T11:47:00+02:00,2026-04-16T11:47:36+02:00,1.0,36.0,Asker,,,,
2026-04-16T11:54:00+02:00,2026-04-16T11:55:29+02:00,1.0,89.0,Skien,,,,
2026-04-16T12:01:00+02:00,2026-04-16T12:01:20+02:00,1.0,20.0,Spikkestad,,,,
2026-04-16T12:04:00+02:00,2026-04-16T12:04:30+02:00,1.0,30.0,Drammen,,,,
2026-04-16T12:14:00+02:00,2026-04-16T12:14:18+02:00,1.0,18.0,Asker,,,,
2026-04-16T12:17:00+02:00,2026-04-16T12:17:34+02:00,1.0,34.0,Asker,,,,
2026-04-16T12:24:00+02:00,2026-04-16T12:24:00+02:00,0.0,0.0,Kongsberg,,,,
2026-04-16T12:31:00+02:00,2026-04-16T12:31:00+02:00,0.0,0.0,Spikkestad,,,,
2026-04-16T12:34:00+02:00,2026-04-16T12:34:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T12:44:00+02:00,2026-04-16T12:44:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T12:47:00+02:00,2026-04-16T12:47:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T12:54:00+02:00,2026-04-16T12:54:36+02:00,1.0,36.0,Skien,,,,
2026-04-16T13:01:00+02:00,2026-04-16T13:01:25+02:00,1.0,25.0,Spikkestad,,,,
2026-04-16T13:04:00+02:00,2026-04-16T13:04:17+02:00,1.0,17.0,Drammen,,,,
2026-04-16T13:14:00+02:00,2026-04-16T13:14:42+02:00,1.0,42.0,Asker,,,,
2026-04-16T13:17:00+02:00,2026-04-16T13:17:08+02:00,1.0,8.0,Asker,,,,
2026-04-16T13:24:00+02:00,2026-04-16T13:25:18+02:00,1.0,78.0,Kongsberg,,,,
2026-04-16T13:31:00+02:00,2026-04-16T13:31:01+02:00,1.0,1.0,Spikkestad,,,,
2026-04-16T13:34:00+02:00,2026-04-16T13:34:22+02:00,1.0,22.0,Drammen,,,,
2026-04-16T13:44:00+02:00,2026-04-16T13:44:52+02:00,1.0,52.0,Drammen,,,,
2026-04-16T13:47:00+02:00,2026-04-16T13:47:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T13:54:00+02:00,2026-04-16T13:54:51+02:00,1.0,51.0,Skien,,,,
2026-04-16T14:01:00+02:00,2026-04-16T14:02:05+02:00,1.0,65.0,Spikkestad,,,,
2026-04-16T14:04:00+02:00,2026-04-16T14:05:54+02:00,1.0,114.0,Drammen,,,,
2026-04-16T14:14:00+02:00,2026-04-16T14:15:10+02:00,1.0,70.0,Asker,,,,
2026-04-16T14:17:00+02:00,2026-04-16T14:17:14+02:00,1.0,14.0,Asker,,,,
2026-04-16T14:24:00+02:00,2026-04-16T14:28:46+02:00,1.0,286.0,Kongsberg,,,,
2026-04-16T14:21:00+02:00,2026-04-16T14:21:00+02:00,0.0,0.0,Skien,,,,
2026-04-16T14:34:00+02:00,2026-04-16T14:34:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T14:44:00+02:00,2026-04-16T14:44:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T14:31:00+02:00,2026-04-16T14:31:00+02:00,0.0,0.0,Spikkestad,,,,
2026-04-16T14:47:00+02:00,2026-04-16T14:47:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T14:54:00+02:00,2026-04-16T14:57:53+02:00,1.0,233.0,Skien,,,,
2026-04-16T15:01:00+02:00,2026-04-16T15:04:37+02:00,1.0,217.0,Spikkestad,,,,
2026-04-16T15:04:00+02:00,2026-04-16T15:11:05+02:00,1.0,425.0,Drammen,,,,
2026-04-16T15:14:00+02:00,2026-04-16T15:18:28+02:00,1.0,268.0,Asker,,,,
2026-04-16T15:17:00+02:00,2026-04-16T15:19:48+02:00,1.0,168.0,Asker,,,,
2026-04-16T15:21:00+02:00,2026-04-16T15:22:22+02:00,1.0,82.0,Skien,,,,
2026-04-16T15:24:00+02:00,2026-04-16T15:28:36+02:00,1.0,276.0,Kongsberg,,,,
2026-04-16T15:34:00+02:00,2026-04-16T15:34:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T15:31:00+02:00,2026-04-16T15:31:00+02:00,0.0,0.0,Spikkestad,,,,
2026-04-16T15:47:00+02:00,2026-04-16T15:47:54+02:00,1.0,54.0,Asker,,,,
2026-04-16T15:44:00+02:00,2026-04-16T15:53:03+02:00,1.0,543.0,Drammen,,,,
2026-04-16T16:01:00+02:00,2026-04-16T16:01:00+02:00,0.0,0.0,Spikkestad,,,,
2026-04-16T15:54:00+02:00,2026-04-16T16:01:38+02:00,1.0,458.0,Skien,,,,
2026-04-16T16:04:00+02:00,2026-04-16T16:04:00+02:00,0.0,0.0,Kongsberg,,,,
2026-04-16T16:14:00+02:00,2026-04-16T16:14:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T16:21:00+02:00,2026-04-16T16:21:00+02:00,0.0,0.0,Skien,,,,
2026-04-16T16:17:00+02:00,2026-04-16T16:17:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T16:24:00+02:00,2026-04-16T16:24:00+02:00,0.0,0.0,Kongsberg,,,,
2026-04-16T16:31:00+02:00,2026-04-16T16:31:00+02:00,0.0,0.0,Spikkestad,,,,
2026-04-16T16:34:00+02:00,2026-04-16T16:34:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T16:44:00+02:00,2026-04-16T16:44:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T16:47:00+02:00,2026-04-16T16:54:35+02:00,1.0,455.0,Asker,,,,
2026-04-16T16:54:00+02:00,2026-04-16T16:59:47+02:00,1.0,347.0,Skien,,,,
2026-04-16T17:01:00+02:00,2026-04-16T17:05:06+02:00,1.0,246.0,Spikkestad,,,,
2026-04-16T17:04:00+02:00,2026-04-16T17:06:15+02:00,1.0,135.0,Kongsberg,,,,
2026-04-16T17:14:00+02:00,2026-04-16T17:15:46+02:00,1.0,106.0,Asker,,,,
2026-04-16T17:17:00+02:00,2026-04-16T17:17:31+02:00,1.0,31.0,Asker,,,,
2026-04-16T17:24:00+02:00,2026-04-16T17:25:15+02:00,1.0,75.0,Kongsberg,,,,
2026-04-16T17:31:00+02:00,2026-04-16T17:33:39+02:00,1.0,159.0,Spikkestad,,,,
2026-04-16T17:34:00+02:00,2026-04-16T17:34:08+02:00,1.0,8.0,Drammen,,,,
2026-04-16T17:44:00+02:00,2026-04-16T17:49:04+02:00,1.0,304.0,Drammen,,,,
2026-04-16T17:47:00+02:00,2026-04-16T17:50:10+02:00,1.0,190.0,Asker,,,,
2026-04-16T17:54:00+02:00,2026-04-16T18:02:39+02:00,1.0,519.0,Skien,,,,
2026-04-16T18:04:00+02:00,2026-04-16T18:08:13+02:00,1.0,253.0,Drammen,,,,
2026-04-16T18:01:00+02:00,2026-04-16T18:13:19+02:00,1.0,739.0,Spikkestad,,,,
2026-04-16T18:14:00+02:00,2026-04-16T18:18:48+02:00,1.0,288.0,Asker,,,,
2026-04-16T18:17:00+02:00,2026-04-16T18:21:03+02:00,1.0,243.0,Asker,,,,
2026-04-16T18:24:00+02:00,2026-04-16T18:29:18+02:00,1.0,318.0,Kongsberg,,,,
2026-04-16T18:31:00+02:00,2026-04-16T18:35:38+02:00,1.0,278.0,Spikkestad,,,,
2026-04-16T18:34:00+02:00,2026-04-16T18:37:28+02:00,1.0,208.0,Drammen,,,,
2026-04-16T18:47:00+02:00,2026-04-16T18:49:12+02:00,1.0,132.0,Asker,,,,
2026-04-16T18:44:00+02:00,2026-04-16T18:53:10+02:00,1.0,550.0,Drammen,,,,
2026-04-16T18:54:00+02:00,2026-04-16T18:56:20+02:00,1.0,140.0,Skien,,,,
2026-04-16T19:01:00+02:00,2026-04-16T19:01:00+02:00,0.0,0.0,Spikkestad,,,,
2026-04-16T19:04:00+02:00,2026-04-16T19:04:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T19:17:00+02:00,2026-04-16T19:17:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T19:14:00+02:00,2026-04-16T19:14:00+02:00,0.0,0.0,Asker,,,,
2026-04-16T19:24:00+02:00,2026-04-16T19:24:00+02:00,0.0,0.0,Kongsberg,,,,
2026-04-16T19:31:00+02:00,2026-04-16T19:31:00+02:00,0.0,0.0,Spikkestad,,,,
2026-04-16T19:34:00+02:00,2026-04-16T19:34:00+02:00,0.0,0.0,Drammen,,,,
2026-04-16T17:54:00+02:00,2026-04-16T18:02:39+02:00,1.0,519.0,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,rail,VYG:ServiceJourney:827_444407-R
2026-04-16T18:04:00+02:00,2026-04-16T18:08:13+02:00,1.0,253.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1650_443321-R
2026-04-16T18:01:00+02:00,2026-04-16T18:13:19+02:00,1.0,739.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2251_443671-R
2026-04-16T18:14:00+02:00,2026-04-16T18:18:48+02:00,1.0,288.0,Asker,VYG:Line:R14,Asker-Oslo S-Kongsvinger,rail,VYG:ServiceJourney:1026_442936-R
2026-04-16T18:17:00+02:00,2026-04-16T18:21:03+02:00,1.0,243.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2151_443560-R
2026-04-16T18:24:00+02:00,2026-04-16T18:29:18+02:00,1.0,318.0,Kongsberg,VYG:Line:R12,Kongsberg-Oslo S-Eidsvoll,rail,VYG:ServiceJourney:527_444334-R
2026-04-16T18:31:00+02:00,2026-04-16T18:35:38+02:00,1.0,278.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2253_443674-R
2026-04-16T18:34:00+02:00,2026-04-16T18:37:28+02:00,1.0,208.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1652_443326-R
2026-04-16T18:47:00+02:00,2026-04-16T18:49:12+02:00,1.0,132.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2153_443562-R
2026-04-16T18:44:00+02:00,2026-04-16T18:53:10+02:00,1.0,550.0,Drammen,VYG:Line:RE10,Drammen-Oslo S-Lillehammer,rail,VYG:ServiceJourney:326-LHM_444219-R
2026-04-16T18:54:00+02:00,2026-04-16T18:56:20+02:00,1.0,140.0,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,rail,VYG:ServiceJourney:829_444409-R
2026-04-16T19:01:00+02:00,2026-04-16T19:03:29+02:00,1.0,149.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2255_443677-R
2026-04-16T19:04:00+02:00,2026-04-16T19:04:13+02:00,1.0,13.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1654_443330-R
2026-04-16T19:17:00+02:00,2026-04-16T19:17:17+02:00,1.0,17.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2155_443564-R
2026-04-16T19:14:00+02:00,2026-04-16T19:23:01+02:00,1.0,541.0,Asker,VYG:Line:R14,Asker-Oslo S-Kongsvinger,rail,VYG:ServiceJourney:1028_442938-R
2026-04-16T19:24:00+02:00,2026-04-16T19:28:05+02:00,1.0,245.0,Kongsberg,VYG:Line:R12,Kongsberg-Oslo S-Eidsvoll,rail,VYG:ServiceJourney:529_444336-R
2026-04-16T19:31:00+02:00,2026-04-16T19:33:01+02:00,1.0,121.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2257_443680-R
2026-04-16T19:34:00+02:00,2026-04-16T19:34:00+02:00,0.0,0.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1656_443335-R
2026-04-16T19:47:00+02:00,2026-04-16T19:46:57+02:00,0.0,-3.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2157_443566-R
2026-04-16T19:54:00+02:00,2026-04-16T19:54:41+02:00,1.0,41.0,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,rail,VYG:ServiceJourney:831_444411-R
2026-04-16T19:44:00+02:00,2026-04-16T19:58:01+02:00,1.0,841.0,Drammen,VYG:Line:RE10,Drammen-Oslo S-Lillehammer,rail,VYG:ServiceJourney:328-LHM_465030-R
2026-04-16T20:01:00+02:00,2026-04-16T20:03:26+02:00,1.0,146.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2259_443684-R
2026-04-16T20:04:00+02:00,2026-04-16T20:07:19+02:00,1.0,199.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1658_443339-R
2026-04-16T20:14:00+02:00,2026-04-16T20:14:41+02:00,1.0,41.0,Asker,VYG:Line:R14,Asker-Oslo S-Kongsvinger,rail,VYG:ServiceJourney:1030_442941-R
2026-04-16T20:17:00+02:00,2026-04-16T20:17:02+02:00,1.0,2.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2159_443568-R
2026-04-16T20:24:00+02:00,2026-04-16T20:27:48+02:00,1.0,228.0,Kongsberg,VYG:Line:R12,Kongsberg-Oslo S-Eidsvoll,rail,VYG:ServiceJourney:531_444339-R
2026-04-16T20:31:00+02:00,2026-04-16T20:34:16+02:00,1.0,196.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2261_443688-R
2026-04-16T20:34:00+02:00,2026-04-16T20:35:07+02:00,1.0,67.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1660_443344-R
2026-04-16T20:44:00+02:00,2026-04-16T20:44:28+02:00,1.0,28.0,Drammen,VYG:Line:RE10,Drammen-Oslo S-Lillehammer,rail,VYG:ServiceJourney:330-LHM_444236-R
2026-04-16T20:47:00+02:00,2026-04-16T20:47:02+02:00,1.0,2.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2161_443571-R
2026-04-16T20:54:00+02:00,2026-04-16T20:55:15+02:00,1.0,75.0,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,rail,VYG:ServiceJourney:833_444413-R
2026-04-16T21:01:00+02:00,2026-04-16T21:01:21+02:00,1.0,21.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2263_443691-R
2026-04-16T21:04:00+02:00,2026-04-16T21:04:20+02:00,1.0,20.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1662_443348-R
2026-04-16T21:14:00+02:00,2026-04-16T21:14:45+02:00,1.0,45.0,Asker,VYG:Line:R14,Asker-Oslo S-Kongsvinger,rail,VYG:ServiceJourney:1032_442943-R
2026-04-16T21:17:00+02:00,2026-04-16T21:17:19+02:00,1.0,19.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2163_443573-R
2026-04-16T21:24:00+02:00,2026-04-16T21:25:06+02:00,1.0,66.0,Kongsberg,VYG:Line:R12,Kongsberg-Oslo S-Eidsvoll,rail,VYG:ServiceJourney:533_444342-R
2026-04-16T21:34:00+02:00,2026-04-16T21:35:55+02:00,1.0,115.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1664_481175-R
2026-04-16T21:31:00+02:00,2026-04-16T21:41:32+02:00,1.0,632.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2265_443694-R
2026-04-16T21:44:00+02:00,2026-04-16T21:44:00+02:00,0.0,0.0,Drammen,VYG:Line:RE10,Drammen-Oslo S-Lillehammer,rail,VYG:ServiceJourney:332-LHM_481301-R
2026-04-16T21:47:00+02:00,2026-04-16T21:47:00+02:00,0.0,0.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2165_443575-R
2026-04-16T21:54:00+02:00,2026-04-16T22:03:27+02:00,1.0,567.0,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,rail,VYG:ServiceJourney:835_444415-R
2026-04-16T22:04:00+02:00,2026-04-16T22:04:00+02:00,0.0,0.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1666_443356-R
2026-04-16T22:01:00+02:00,2026-04-16T22:08:28+02:00,1.0,448.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2267_443697-R
2026-04-16T22:14:00+02:00,2026-04-16T22:14:00+02:00,0.0,0.0,Asker,VYG:Line:R14,Asker-Oslo S-Kongsvinger,rail,VYG:ServiceJourney:1034_442946-R
2026-04-16T22:17:00+02:00,2026-04-16T22:19:23+02:00,1.0,143.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2167_443577-R
2026-04-16T22:24:00+02:00,2026-04-16T22:25:24+02:00,1.0,84.0,Kongsberg,VYG:Line:R12,Kongsberg-Oslo S-Eidsvoll,rail,VYG:ServiceJourney:535_444345-R
2026-04-16T22:31:00+02:00,2026-04-16T22:31:52+02:00,1.0,52.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2269_443700-R
2026-04-16T22:34:00+02:00,2026-04-16T22:36:42+02:00,1.0,162.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1668_443360-R
2026-04-16T22:44:00+02:00,2026-04-16T22:45:06+02:00,1.0,66.0,Drammen,VYG:Line:RE10,Drammen-Oslo S-Lillehammer,rail,VYG:ServiceJourney:334-LHM_444252-R
2026-04-17T12:01:00+02:00,2026-04-17T12:01:00+02:00,0.0,0.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2227_443627-R
2026-04-17T12:04:00+02:00,2026-04-17T12:04:00+02:00,0.0,0.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1626_443268-R
2026-04-17T12:14:00+02:00,2026-04-17T12:14:00+02:00,0.0,0.0,Asker,VYG:Line:R14,Asker-Oslo S-Kongsvinger,rail,VYG:ServiceJourney:1014_442920-R
2026-04-17T12:17:00+02:00,2026-04-17T12:17:00+02:00,0.0,0.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2127_443533-R
2026-04-17T12:24:00+02:00,2026-04-17T12:25:22+02:00,1.0,82.0,Kongsberg,VYG:Line:R12,Kongsberg-Oslo S-Eidsvoll,rail,VYG:ServiceJourney:515_444314-R
2026-04-17T12:31:00+02:00,2026-04-17T12:31:08+02:00,1.0,8.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2229_443630-R
2026-04-17T12:34:00+02:00,2026-04-17T12:34:34+02:00,1.0,34.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1628_443272-R
2026-04-17T12:44:00+02:00,2026-04-17T12:45:13+02:00,1.0,73.0,Drammen,VYG:Line:RE10,Drammen-Oslo S-Lillehammer,rail,VYG:ServiceJourney:314-LHM_444167-R
2026-04-17T12:47:00+02:00,2026-04-17T12:47:30+02:00,1.0,30.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2129_443535-R
2026-04-17T12:54:00+02:00,2026-04-17T12:54:50+02:00,1.0,50.0,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,rail,VYG:ServiceJourney:817_444397-R
2026-04-17T13:01:00+02:00,2026-04-17T13:01:00+02:00,0.0,0.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2231_443635-R
2026-04-17T13:04:00+02:00,2026-04-17T13:04:00+02:00,0.0,0.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1630_443277-R
2026-04-17T13:14:00+02:00,2026-04-17T13:14:00+02:00,0.0,0.0,Asker,VYG:Line:R14,Asker-Oslo S-Kongsvinger,rail,VYG:ServiceJourney:1016_442922-R
2026-04-17T13:17:00+02:00,2026-04-17T13:17:00+02:00,0.0,0.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2131_443538-R
2026-04-17T13:24:00+02:00,2026-04-17T13:24:00+02:00,0.0,0.0,Kongsberg,VYG:Line:R12,Kongsberg-Oslo S-Eidsvoll,rail,VYG:ServiceJourney:517_444316-R
2026-04-17T13:31:00+02:00,2026-04-17T13:31:00+02:00,0.0,0.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2233_443638-R
2026-04-17T13:34:00+02:00,2026-04-17T13:34:00+02:00,0.0,0.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1632_443281-R
2026-04-17T13:44:00+02:00,2026-04-17T13:44:00+02:00,0.0,0.0,Drammen,VYG:Line:RE10,Drammen-Oslo S-Lillehammer,rail,VYG:ServiceJourney:316-LHM_465125-R
2026-04-17T14:01:00+02:00,2026-04-17T14:01:00+02:00,0.0,0.0,Spikkestad,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2235_443641-R
2026-04-17T13:54:00+02:00,2026-04-17T14:01:51+02:00,1.0,471.0,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,rail,VYG:ServiceJourney:819_444399-R
2026-04-17T14:04:00+02:00,2026-04-17T14:04:00+02:00,0.0,0.0,Drammen,VYG:Line:R13,Drammen-Oslo S-Dal,rail,VYG:ServiceJourney:1634_443285-R
2026-04-17T14:14:00+02:00,2026-04-17T14:14:00+02:00,0.0,0.0,Asker,VYG:Line:R14,Asker-Oslo S-Kongsvinger,rail,VYG:ServiceJourney:1018_442925-R
2026-04-17T14:17:00+02:00,2026-04-17T14:17:00+02:00,0.0,0.0,Asker,VYG:Line:L1,Spikkestad-Oslo S-Lillestrøm,rail,VYG:ServiceJourney:2135_443542-R
2026-04-17T14:21:00+02:00,2026-04-17T14:23:57+02:00,1.0,177.0,Skien,VYG:Line:RX11,Eidsvoll-Oslo S-Skien,rail,VYG:ServiceJourney:851-LOD_541233-R
